id,institution,sex,age,year,cycle,field,income,genai_freq,use_writing,use_summarising,use_brainstorm,use_translation,use_coding,use_explaining,use_questions,use_homework,anx1,anx2,anx3,anx4,anx5,anxiety,se1,se2,se3,se4,se5,se6,se7,se8,selfeff,eng1,eng2,eng3,eng4,eng5,eng6,eng7,eng8,eng9,engage,who_i1,who_i2,who_i3,who_i4,who_i5,who5
R0500,IPV,F,25,4,BSc,Health,4,5,1,1,1,0,1,1,1,0,3,6,4,4,4,4.57,5,6,5,6,7,7,7,4,5.8,3,5,2,5,4,5,6,4,6,4.8,2,3,3,2,4,53
R0501,IPC,M,19,3,MSc,Health,3,4,1,1,1,0,0,0,0,0,4,6,5,4,6,4.72,4,5,5,5,5,5,4,4,4.56,3,3,2,4,4,4,4,3,3,2.84,4,3,2,3,3,63
R0502,UC,F,20,1,BSc,SocSci,2,5,0,1,1,1,0,0,0,0,4,3,5,3,2,3.3,7,6,6,6,7,7,7,7,6.68,5,6,5,6,6,6,6,4,6,5.24,5,4,5,2,5,90
R0503,IPP,F,18,4,MSc,Health,4,5,1,1,0,1,0,1,1,0,5,5,2,3,4,3.35,6,6,5,5,7,6,5,7,6.04,6,6,6,4,3,5,5,5,5,4.74,4,3,3,5,3,78
R0504,IPV,F,26,2,BSc,STEM,3,3,1,0,0,0,0,0,0,1,5,5,5,4,4,4.2,3,4,4,4,7,2,2,5,4.44,4,3,5,4,5,4,4,3,3,3.79,5,5,5,3,5,77
R0505,IPV,F,28,2,MSc,STEM,3,5,1,1,1,1,1,0,1,0,5,2,4,5,4,4.53,1,1,1,2,3,1,1,2,1.96,2,4,4,3,4,3,2,4,2,3.59,1,1,0,1,1,9
R0506,IPV,M,20,3,BSc,Arts,3,5,1,0,1,0,1,0,1,0,6,7,5,7,7,5.82,5,5,5,3,2,3,6,3,4.22,5,6,4,5,6,5,4,4,5,4.99,1,2,2,2,3,43
R0507,IPC,F,31,2,BSc,STEM,4,2,0,1,1,0,0,0,0,0,6,7,6,4,4,5.71,2,2,3,6,4,1,2,1,2.96,2,4,2,3,1,2,3,2,5,2.93,3,1,1,2,2,31
R0508,IPC,F,33,3,MSc,STEM,2,3,1,1,1,0,0,0,0,0,5,6,4,3,6,5.32,3,4,2,3,3,2,2,3,3.1,2,2,2,2,3,3,3,2,1,2.6,2,2,3,4,2,44
R0509,IPC,F,19,5,BSc,Health,4,5,1,0,1,1,0,1,0,1,3,7,6,5,5,5.28,4,3,3,4,1,2,1,2,3.52,5,5,7,5,4,7,6,7,6,5.6,1,2,3,2,2,46
R0510,IPC,M,18,2,BSc,SocSci,3,5,1,1,1,1,0,0,1,0,7,6,7,6,4,5.95,4,4,5,5,5,6,6,5,5.62,5,6,5,4,3,2,4,5,5,4.46,2,2,3,2,2,35
R0511,IPC,M,20,2,BSc,STEM,3,4,0,1,0,1,0,0,1,1,2,3,2,3,2,3.37,6,7,7,7,6,7,5,6,6.22,5,6,6,7,5,5,6,6,6,5.52,3,2,4,3,3,66
R0512,IPP,M,20,1,BSc,Health,3,4,0,1,0,1,0,0,0,0,6,5,4,4,5,4.7,6,5,7,6,4,5,5,5,5.12,4,3,2,2,4,4,3,3,5,3.31,2,1,0,0,1,20
R0513,IPP,F,18,3,MSc,STEM,3,4,0,1,0,0,1,0,0,0,2,4,4,2,2,2.91,6,7,5,7,7,7,5,6,6.58,3,1,3,3,5,2,4,3,3,3.67,4,5,3,5,5,85
R0514,IPC,M,20,1,BSc,STEM,5,5,1,0,1,1,0,0,0,1,3,5,5,6,5,5.56,6,7,7,7,7,7,4,6,5.95,4,6,3,6,3,6,7,6,4,4.69,4,3,2,5,3,70
R0515,IPP,F,25,2,BSc,Health,4,3,0,0,1,0,0,1,1,0,5,4,4,6,6,5.56,3,5,4,4,4,4,5,4,4.52,4,6,3,5,4,3,4,2,5,3.83,4,4,3,3,4,73
R0516,IPV,F,30,4,BSc,SocSci,4,5,0,1,1,0,0,0,1,0,3,3,1,2,1,2.26,4,7,5,7,5,7,5,5,6.62,5,7,6,6,7,7,7,5,5,6.28,5,2,5,4,5,91
R0517,IPP,M,20,2,MSc,STEM,2,4,0,1,0,1,0,0,1,1,1,4,6,5,3,3.88,4,5,3,3,5,3,3,2,3.96,5,3,4,5,5,6,6,5,5,4.9,1,4,2,2,3,43
R0518,UC,M,26,1,MSc,STEM,5,4,1,1,1,1,0,0,0,1,3,3,1,2,1,2.35,3,5,5,4,4,3,4,5,4.51,5,5,6,4,4,5,4,6,5,4.83,3,4,4,3,4,70
R0519,IPC,F,18,1,BSc,SocSci,4,4,1,0,1,0,0,0,0,0,4,3,4,2,5,3.8,5,6,4,4,5,5,6,5,4.72,5,3,5,5,4,5,4,6,4,4.38,3,4,2,4,4,70
R0520,IPP,F,18,1,BSc,SocSci,3,1,0,0,0,0,0,0,0,0,4,4,4,4,4,3.23,5,5,7,5,6,4,4,4,4.48,5,5,5,5,6,7,5,7,6,5.39,2,4,3,3,3,73
R0521,UC,F,18,1,BSc,Health,3,5,0,1,1,0,0,0,0,0,6,7,7,5,7,5.88,5,4,6,7,5,6,6,5,5.32,4,4,4,7,5,6,3,7,5,4.89,0,2,1,1,2,39
R0522,IPC,F,19,1,BSc,STEM,2,5,1,1,1,1,0,1,1,0,5,3,4,4,3,3.93,5,6,4,4,4,5,5,5,5.11,4,6,6,6,5,6,7,6,6,5.68,5,3,5,5,4,90
R0523,UC,M,18,3,BSc,SocSci,3,5,1,0,1,0,0,0,0,0,1,4,2,4,2,3.35,4,3,3,5,4,3,4,4,4.05,5,2,6,4,3,2,3,3,4,3.96,2,3,0,1,1,49
R0524,IPP,F,20,2,BSc,SocSci,2,4,0,0,1,1,0,1,0,0,1,4,2,3,3,2.88,4,4,6,5,5,6,5,5,4.86,4,5,3,7,6,7,6,6,5,5.2,4,3,2,2,3,50
R0525,UC,F,25,2,MSc,SocSci,2,4,1,1,1,1,0,1,0,0,2,5,5,4,5,3.95,5,5,4,6,6,6,6,6,5.1,4,4,5,4,5,5,4,4,5,4.63,3,5,4,3,4,70
R0526,IPP,M,19,3,BSc,STEM,4,4,1,1,0,1,1,0,1,0,3,3,3,3,1,2.74,6,6,6,4,7,7,6,6,6.07,6,5,6,5,4,7,5,7,7,5.95,4,5,4,2,4,79
R0527,UC,F,25,1,BSc,SocSci,3,4,1,0,0,0,0,0,0,0,4,2,2,1,1,2.25,2,5,4,5,5,6,5,4,4.49,5,5,6,5,5,4,5,5,5,5.34,5,3,4,3,2,62
R0528,UC,F,25,1,BSc,SocSci,3,4,1,0,0,0,0,0,0,0,7,6,4,6,6,5.16,4,4,6,3,7,4,2,5,4.63,5,4,5,6,3,4,6,5,5,4.97,1,2,2,2,3,43
R0529,IPP,F,20,2,BSc,Arts,3,2,0,0,0,0,0,0,0,0,2,1,1,1,2,1.8,5,6,6,4,4,3,5,5,4.75,3,5,5,3,4,4,6,4,2,4.46,3,2,2,3,3,51
R0530,IPV,M,20,4,BSc,STEM,3,3,1,0,0,0,1,0,0,0,5,7,5,3,7,5.44,4,3,4,4,7,6,4,4,4.98,5,6,7,4,4,4,7,5,5,5.14,4,4,2,2,2,54
R0531,UC,F,20,2,BSc,SocSci,2,2,0,0,1,0,1,0,0,0,3,4,4,4,5,3.59,5,6,5,4,4,6,4,4,5.77,5,6,6,5,5,5,4,5,5,4.8,4,3,5,4,3,61
R0532,IPP,M,20,1,BSc,SocSci,4,4,1,0,1,0,0,0,1,1,4,1,5,1,3,2.73,5,5,6,6,6,6,6,7,5.98,6,5,5,3,2,4,6,5,7,4.48,2,3,3,2,4,62
R0533,UC,F,25,3,BSc,STEM,3,4,1,1,0,1,0,1,1,0,2,3,1,4,4,2.94,6,4,3,5,4,6,4,5,5.14,3,5,6,4,6,3,5,5,6,4.63,3,3,4,3,2,74
R0534,IPV,M,31,1,BSc,Health,4,4,1,0,1,1,0,1,1,0,5,5,3,4,4,3.78,4,5,5,5,6,6,5,4,5.22,6,7,6,5,5,6,5,4,6,5.61,3,3,2,4,4,61
R0535,IPC,F,31,4,BSc,Health,2,4,0,1,0,0,1,0,0,0,1,1,4,4,3,2.21,7,6,5,5,5,6,5,5,5.89,4,3,5,7,4,4,5,5,6,4.18,4,5,4,3,3,73
R0536,UC,F,20,1,BSc,STEM,3,1,0,0,0,0,0,0,0,0,3,2,2,3,1,2.71,5,6,5,4,6,6,6,5,5.88,7,6,4,4,4,4,3,7,3,4.94,3,2,2,3,2,45
R0537,UC,F,20,3,MSc,STEM,3,2,1,0,1,0,0,0,0,0,5,3,7,6,5,4.94,4,4,5,7,5,4,6,5,4.91,3,4,1,3,3,4,3,4,2,2.82,2,3,2,2,2,49
R0538,IPV,F,25,2,BSc,SocSci,4,4,1,0,1,0,0,0,0,1,2,3,4,4,4,3.54,6,7,4,5,3,7,6,6,5.86,6,4,5,4,4,7,4,4,6,4.68,1,1,3,3,1,55
R0539,IPP,M,20,1,MSc,SocSci,5,3,0,0,0,1,1,1,0,1,6,3,2,2,2,2.21,4,5,7,4,6,6,5,5,5.87,1,4,4,5,5,6,5,6,4,4.33,5,5,5,5,4,94
R0540,IPC,F,18,1,MSc,STEM,3,4,0,0,1,0,1,1,0,0,2,4,3,4,3,3.12,7,7,6,7,7,6,7,7,6.63,5,4,7,4,5,6,4,7,4,5.18,3,2,2,2,2,37
R0541,IPV,M,20,2,BSc,STEM,2,4,1,0,1,1,0,1,0,1,3,4,5,3,5,4.51,4,5,4,5,4,5,3,4,4.15,4,4,2,5,3,4,3,3,4,2.78,2,2,3,1,2,28
R0542,UC,F,18,3,MSc,STEM,3,2,0,1,0,0,0,0,0,0,4,1,2,1,2,1.0,6,6,6,6,6,7,5,5,5.12,5,5,4,2,4,7,7,6,3,4.31,3,3,3,2,2,59
R0543,IPV,F,25,2,BSc,SocSci,4,5,0,1,0,0,0,1,0,1,7,7,7,7,7,7.0,3,1,2,5,1,2,1,2,2.66,3,4,3,5,3,4,4,4,2,3.48,3,2,2,3,0,44
R0544,UC,F,25,1,BSc,STEM,3,1,0,0,0,0,0,0,0,0,3,5,4,4,3,3.2,5,3,4,5,3,4,6,3,4.12,5,5,4,4,4,4,6,5,6,4.4,5,5,4,3,4,85
R0545,IPP,F,25,2,BSc,STEM,1,3,1,0,1,0,0,0,0,0,4,4,6,4,5,3.58,5,7,7,7,7,6,6,7,6.18,5,5,7,7,6,6,5,7,4,5.69,3,3,3,4,3,65
R0546,IPP,M,26,4,BSc,STEM,4,4,0,0,0,0,0,0,0,0,7,4,4,4,5,5.12,5,5,7,5,7,5,6,6,5.52,5,4,5,4,6,3,5,4,5,5.2,2,2,2,1,3,44
R0547,UC,M,18,1,BSc,STEM,4,5,1,1,1,1,0,0,0,0,1,3,3,3,5,3.37,3,5,5,2,5,4,4,7,4.9,3,4,3,3,3,4,4,4,4,3.85,2,2,4,3,1,59
R0548,IPC,F,20,1,BSc,STEM,4,5,1,1,0,1,1,1,0,1,5,5,4,4,4,3.48,6,7,4,5,4,6,5,3,5.13,4,4,3,4,4,4,5,4,4,3.63,2,5,4,1,4,62
R0549,IPV,F,18,4,BSc,Arts,4,5,1,1,0,0,1,0,0,0,6,6,7,7,6,6.36,4,4,3,4,3,3,3,2,2.11,2,4,3,4,3,3,1,2,4,2.55,2,0,2,2,1,25
R0550,IPP,F,20,2,BSc,Health,2,2,0,0,0,0,0,0,0,0,3,3,4,4,3,2.84,7,7,7,5,7,5,7,5,6.13,3,4,3,4,3,5,6,4,6,4.43,3,5,4,3,4,83
R0551,IPV,F,20,2,BSc,STEM,2,4,1,1,1,1,0,0,0,0,4,4,2,3,2,3.17,7,6,5,5,7,7,5,6,6.1,3,1,4,5,3,3,4,3,2,3.3,3,4,3,3,3,54
R0552,IPC,F,25,1,BSc,Health,3,2,0,0,0,0,0,0,0,0,1,4,3,2,4,2.75,7,5,5,6,5,7,5,7,5.46,3,4,5,6,4,5,7,4,7,5.7,2,2,2,1,2,42
R0553,IPV,F,25,2,BSc,SocSci,5,5,1,1,0,0,1,0,0,0,1,2,4,4,1,2.43,7,7,4,6,7,5,6,3,5.65,4,4,3,3,4,4,4,2,4,4.19,3,5,4,5,5,79
R0554,IPP,F,19,1,MSc,Health,4,4,0,0,0,0,1,1,0,0,2,5,3,4,3,2.62,4,7,4,7,4,7,5,6,5.55,6,6,5,4,5,6,7,6,7,5.85,5,4,5,5,5,97
R0555,IPV,M,20,2,BSc,STEM,3,5,1,1,1,1,1,1,1,1,4,7,6,4,5,5.19,5,3,3,5,1,5,5,5,3.96,3,1,3,4,1,3,1,1,2,2.47,2,2,2,3,1,49
R0556,UC,F,18,1,BSc,SocSci,5,4,1,1,1,1,1,1,0,1,3,3,5,4,2,4.38,3,7,7,6,6,5,6,5,5.58,5,4,3,4,7,4,4,2,7,4.2,4,3,4,5,5,81
R0557,IPV,F,18,1,MSc,STEM,3,4,1,0,1,0,0,0,1,0,3,5,5,6,6,5.27,6,7,5,7,7,7,5,7,6.28,4,5,4,4,4,4,4,4,5,4.9,2,4,4,4,3,64
R0558,IPV,M,18,5,BSc,Health,4,5,1,1,0,1,1,1,0,0,6,6,7,5,5,5.7,4,3,5,4,4,4,4,4,4.1,6,4,4,4,7,4,7,6,5,5.14,1,3,2,0,3,39
R0559,UC,M,26,1,MSc,Health,2,4,1,1,1,1,1,0,1,0,4,2,2,4,2,3.22,3,6,5,7,6,7,6,5,5.03,5,6,5,5,5,5,3,6,6,5.18,3,4,2,3,4,74
R0560,UC,F,18,4,BSc,STEM,2,3,0,0,0,0,0,0,0,0,4,4,6,3,2,4.51,4,4,5,5,6,5,6,5,4.78,6,4,2,2,5,2,3,5,2,2.82,2,2,1,1,3,44
R0561,IPV,M,20,1,BSc,Health,3,5,1,1,0,0,1,1,1,0,5,4,2,2,6,3.65,6,5,6,5,4,7,5,7,5.65,3,1,2,4,3,4,4,5,4,3.57,1,2,3,2,2,43
R0562,IPC,M,25,2,MSc,STEM,4,4,1,1,1,0,1,1,1,0,2,6,3,2,3,3.26,5,2,3,2,5,4,4,1,3.29,3,5,2,3,3,3,2,3,3,2.71,5,4,4,3,5,85
R0563,UC,F,19,1,BSc,SocSci,3,1,0,0,0,0,0,0,0,0,3,3,3,4,4,4.31,4,4,4,6,4,7,4,5,5.23,6,3,6,4,3,4,7,4,6,4.78,3,5,3,3,4,72
R0564,IPC,M,18,1,BSc,Arts,4,4,1,1,0,0,0,1,0,0,1,2,2,1,2,2.49,7,5,3,5,6,5,7,7,5.48,5,3,7,4,5,5,5,5,4,4.69,4,5,5,5,5,97
R0565,UC,M,19,1,MSc,Arts,2,4,1,1,1,0,0,1,1,0,4,4,1,4,6,3.32,6,6,7,4,7,7,7,7,6.37,5,5,6,4,5,6,5,5,7,5.58,1,1,2,2,3,35
R0566,IPC,M,19,4,MSc,STEM,5,4,1,1,0,1,0,0,0,0,7,5,6,6,7,5.27,4,2,5,4,4,4,5,3,4.09,2,1,1,3,2,2,1,4,2,2.12,2,3,1,3,2,38
R0567,IPP,M,26,2,MSc,STEM,3,4,0,1,1,1,0,1,0,0,4,3,5,3,3,4.15,7,5,7,6,5,6,7,5,5.98,7,5,5,5,5,6,7,5,6,5.9,1,3,2,3,2,62
R0568,UC,F,26,1,BSc,STEM,3,4,1,1,1,1,0,0,0,0,2,3,5,4,2,3.49,4,5,5,6,7,5,5,5,6.06,5,7,6,7,7,3,5,5,4,5.58,3,5,4,5,4,92
R0569,IPC,F,18,1,BSc,STEM,3,2,0,0,0,0,1,0,0,0,3,3,1,3,3,2.39,3,4,4,6,6,5,5,4,4.13,6,4,4,7,6,7,7,7,6,5.45,1,1,2,2,2,40
R0570,UC,F,25,1,BSc,STEM,2,4,1,1,0,1,0,1,1,0,4,2,5,4,2,3.92,5,7,6,7,6,6,6,4,5.9,7,7,7,7,6,7,7,5,6,6.49,4,3,4,3,2,59
R0571,UC,M,20,2,MSc,SocSci,4,2,1,0,0,0,0,0,1,0,2,4,3,3,2,3.15,6,5,7,5,6,6,7,4,4.91,5,4,3,6,6,5,6,4,5,5.29,3,2,3,4,4,82
R0572,UC,F,18,3,MSc,SocSci,4,4,1,1,1,0,0,1,0,0,6,6,2,3,3,3.87,7,4,6,6,5,5,3,5,5.14,3,4,5,5,2,5,6,6,5,4.08,3,4,2,4,3,63
R0573,UC,M,19,1,BSc,SocSci,4,4,0,1,1,0,1,1,0,0,5,4,5,5,3,4.03,7,5,5,6,4,6,6,5,5.32,5,7,5,7,7,7,5,5,7,5.95,2,4,3,1,3,56
R0574,UC,F,20,5,BSc,STEM,3,4,1,1,1,0,0,0,0,1,6,6,6,7,7,6.18,5,3,4,3,7,4,5,2,3.93,4,2,3,5,5,6,2,2,3,3.22,2,2,3,2,3,58
R0575,UC,F,19,1,BSc,STEM,2,4,1,1,0,1,1,1,1,1,6,7,5,3,5,4.48,6,4,4,5,6,5,5,5,4.98,6,5,7,5,7,6,7,6,7,6.12,1,3,3,4,3,34
R0576,IPV,M,25,1,MSc,STEM,4,4,1,1,0,0,0,0,0,0,3,5,2,2,2,3.33,5,6,6,4,5,5,3,4,4.64,6,5,4,6,7,3,3,4,5,4.65,3,4,3,3,3,70
R0577,IPP,M,19,1,BSc,SocSci,4,4,0,0,0,0,0,1,1,0,1,3,1,1,1,1.91,6,6,6,7,6,7,5,7,6.81,7,7,7,6,7,7,6,7,6,7.0,4,4,4,5,5,90
R0578,IPP,M,20,3,BSc,SocSci,4,4,0,1,1,1,1,0,0,1,6,5,5,6,5,5.57,6,5,6,5,5,4,5,2,4.72,4,4,3,6,5,4,4,5,3,4.61,4,3,4,5,3,74
R0579,IPP,F,20,1,BSc,Health,1,4,1,1,1,0,0,0,0,0,5,3,6,5,5,5.63,5,5,6,5,7,6,6,6,5.67,4,3,4,5,5,4,7,4,3,4.22,0,2,1,3,1,29
R0580,IPC,F,26,1,BSc,STEM,3,4,0,1,0,0,0,1,1,0,7,7,7,7,7,7.0,3,4,4,3,3,4,4,2,3.61,2,4,3,4,3,2,2,4,3,3.22,0,2,0,2,0,19
R0581,UC,M,29,2,BSc,Health,2,2,0,0,0,0,0,0,1,0,2,2,1,3,1,1.15,6,7,5,6,6,5,7,5,5.96,4,3,5,4,5,5,5,6,5,4.52,4,3,4,4,4,75
R0582,UC,F,18,3,BSc,STEM,2,5,1,1,0,1,0,1,0,0,6,6,6,7,6,6.22,6,3,3,5,5,3,3,5,4.63,2,2,2,4,3,2,3,3,1,2.69,0,0,2,1,1,13
R0583,UC,M,18,3,BSc,STEM,2,4,1,0,0,1,0,0,0,0,3,4,3,5,3,2.98,4,4,5,6,3,3,6,5,4.67,4,5,4,5,6,5,3,3,4,4.12,4,5,4,2,4,76
R0584,IPP,F,20,4,BSc,STEM,3,5,1,0,1,0,0,1,1,1,4,1,4,3,2,3.4,4,5,5,5,6,6,3,4,5.15,2,3,5,5,4,1,2,4,3,3.29,4,2,4,3,4,63
R0585,IPC,F,19,3,BSc,Arts,4,5,1,1,1,1,0,1,0,0,3,2,4,2,1,2.08,7,7,7,7,6,7,7,7,6.71,6,7,6,6,5,7,7,7,4,5.98,3,5,4,3,3,71
R0586,IPP,M,18,5,BSc,STEM,4,4,0,0,1,0,1,0,1,0,4,7,4,5,6,5.05,4,5,7,4,4,3,5,2,4.13,4,5,3,4,4,2,4,4,3,3.62,0,1,3,2,0,24
R0587,IPC,F,25,4,BSc,STEM,1,1,0,0,0,0,0,0,0,0,1,1,5,2,3,3.24,4,2,2,4,5,3,3,4,3.56,4,2,4,5,4,5,4,4,4,4.66,1,1,2,3,2,35
R0588,IPC,F,26,1,BSc,STEM,4,1,0,0,0,0,0,0,0,0,3,1,1,3,1,1.93,7,7,5,7,6,7,6,7,6.42,5,4,4,4,4,5,5,4,5,4.0,2,3,3,5,3,65
R0589,IPV,M,18,2,MSc,STEM,3,5,1,0,0,1,1,1,0,0,2,5,1,3,4,2.36,5,7,7,7,7,6,7,7,7.0,7,7,6,6,7,7,7,7,7,7.0,4,3,4,3,4,76
R0590,IPC,F,18,4,BSc,STEM,2,4,1,0,0,1,0,1,0,0,4,3,3,4,3,2.58,4,6,7,6,6,7,6,5,6.13,5,6,7,5,5,7,6,3,5,5.52,3,2,2,1,4,55
R0591,UC,F,18,1,MSc,Health,2,4,1,1,0,0,0,1,1,1,4,5,2,5,4,3.99,4,2,4,4,5,4,2,4,3.5,6,4,3,6,4,6,3,5,2,4.24,1,2,2,3,3,51
R0592,UC,F,19,2,BSc,Health,1,4,1,0,0,0,0,1,0,0,5,6,7,2,6,5.7,3,2,4,4,3,5,5,3,3.82,4,3,4,3,2,4,5,3,3,3.42,2,1,2,1,1,19
R0593,IPP,F,29,2,BSc,Health,3,4,0,1,0,0,0,0,0,0,6,5,7,6,5,5.24,4,5,5,6,3,5,6,5,5.38,5,6,5,6,5,4,7,5,5,5.63,5,5,5,3,4,75
R0594,UC,M,19,2,MSc,STEM,3,4,1,1,0,0,0,1,1,0,3,5,4,4,6,3.76,4,5,6,5,4,2,5,5,4.1,4,4,3,3,4,3,4,2,3,3.64,1,2,3,1,0,28
R0595,IPP,M,29,5,BSc,STEM,3,5,1,0,1,0,0,0,1,0,5,5,5,5,6,5.39,5,7,6,7,4,7,7,7,6.56,7,7,7,6,7,7,6,7,6,6.03,2,3,2,2,3,52
R0596,IPV,M,25,2,MSc,STEM,4,2,0,0,1,1,1,0,0,0,2,2,3,1,4,2.56,5,6,6,6,4,5,6,7,6.04,2,6,5,5,4,4,5,6,5,5.04,4,4,4,2,5,71
R0597,IPV,F,18,4,BSc,SocSci,4,1,0,0,0,0,0,0,0,0,4,3,3,5,3,3.03,7,4,7,5,4,5,5,5,6.04,3,4,6,5,5,4,5,6,7,4.98,1,2,2,1,1,32
R0598,UC,M,18,1,MSc,Arts,3,2,0,0,0,0,1,0,0,0,2,2,4,3,2,3.18,5,6,7,6,6,6,7,5,5.82,7,5,6,5,5,5,5,5,6,5.4,3,4,4,5,5,87
R0599,IPP,M,20,3,MSc,STEM,4,5,1,1,1,1,0,0,1,1,2,4,4,3,4,3.53,4,5,5,2,6,4,6,5,4.98,3,4,4,3,3,5,6,1,3,4.12,2,3,2,3,2,40
R0600,IPV,F,19,5,MSc,STEM,2,5,1,1,1,1,1,1,0,0,6,3,5,6,6,4.48,6,5,4,4,5,4,4,4,5.11,7,2,5,4,4,5,4,5,5,4.6,3,3,2,2,5,59
R0601,IPP,F,25,4,BSc,STEM,5,4,1,0,1,1,0,0,0,0,2,5,4,3,7,4.1,3,2,4,2,1,3,2,2,3.03,4,3,4,1,4,1,4,4,4,3.09,2,2,3,1,5,58
R0602,IPC,M,25,3,MSc,STEM,3,5,1,1,1,1,0,1,1,1,3,1,3,5,5,4.32,7,7,7,6,7,6,7,7,6.75,5,5,5,6,6,6,7,6,7,5.81,3,1,3,1,4,57
R0603,IPP,F,18,2,BSc,STEM,3,4,1,1,1,1,0,1,0,0,3,4,3,2,3,4.18,7,6,7,7,5,7,6,7,7.0,6,5,6,3,6,5,5,5,4,5.13,5,4,4,4,5,87
R0604,IPV,F,20,1,BSc,SocSci,3,4,1,1,1,1,0,1,1,0,4,4,6,4,4,4.31,7,6,6,6,6,6,6,3,5.36,5,4,4,6,6,4,5,3,5,4.87,2,3,4,1,3,52
R0605,UC,F,27,4,BSc,STEM,2,4,1,0,1,0,1,0,0,0,4,5,4,5,4,4.72,4,5,5,4,6,6,7,6,5.87,7,4,7,6,3,4,5,6,6,4.68,4,5,3,5,3,81
R0606,UC,F,18,3,BSc,STEM,2,4,0,1,1,1,0,0,0,0,6,5,6,3,7,5.85,5,6,5,2,5,5,5,4,4.48,2,3,4,4,4,4,3,4,5,3.11,3,3,1,1,1,44
R0607,UC,F,26,3,BSc,STEM,2,3,0,0,0,0,1,0,0,0,4,4,4,3,5,3.33,2,2,4,5,3,3,4,2,3.66,2,2,6,4,5,4,4,1,4,3.55,3,3,3,3,2,57
R0608,UC,F,25,1,BSc,STEM,4,5,1,1,1,1,0,0,1,0,6,7,6,5,5,5.07,7,6,7,5,6,5,6,7,6.52,6,6,7,5,7,5,6,4,7,6.34,3,3,3,4,3,67
R0609,UC,M,20,2,MSc,STEM,3,4,1,1,1,0,0,0,1,1,6,2,3,3,4,4.21,2,2,2,5,1,3,4,2,3.31,5,4,5,4,5,5,5,4,3,4.68,2,2,2,2,1,40
R0610,IPV,F,19,1,BSc,STEM,2,5,1,0,1,1,1,1,1,0,5,4,4,5,2,3.89,5,3,5,4,6,4,6,3,5.07,7,6,6,5,4,6,6,6,3,5.35,4,2,2,2,4,47
R0611,IPC,F,18,1,BSc,STEM,3,4,1,1,1,0,0,0,0,1,4,4,2,4,5,3.58,4,4,4,3,3,3,5,6,4.38,3,2,2,2,3,3,4,4,3,2.8,2,2,3,4,2,52
R0612,IPC,M,26,2,MSc,Health,3,5,1,1,1,1,0,1,1,0,5,5,4,5,4,4.32,6,6,5,4,5,6,5,4,4.37,3,3,5,4,4,4,5,3,5,3.68,1,2,1,3,2,38
R0613,IPC,M,19,3,BSc,SocSci,4,5,1,1,1,1,1,1,0,0,4,1,3,4,4,2.66,5,5,6,7,4,5,3,4,4.58,4,6,4,2,4,4,4,5,3,3.57,5,5,4,4,4,79
R0614,IPP,M,28,1,BSc,Health,3,2,1,0,0,0,0,0,0,0,1,1,2,1,3,2.3,4,3,5,6,7,6,5,6,5.73,4,6,5,5,6,5,4,4,5,4.79,4,3,3,3,4,65
R0615,IPP,F,25,4,MSc,STEM,1,4,0,1,1,0,0,1,0,1,3,4,4,1,3,3.05,4,5,4,3,3,3,5,6,4.48,3,2,5,3,4,4,5,4,4,3.92,3,2,2,1,1,50
R0616,IPP,M,18,3,BSc,STEM,4,5,1,1,1,1,0,0,1,0,6,7,6,6,5,5.55,6,6,6,6,5,6,5,7,5.85,6,3,5,6,5,5,6,5,4,4.58,2,3,2,2,2,37
R0617,UC,M,18,1,MSc,STEM,2,4,0,1,0,1,0,0,0,0,4,3,3,2,2,3.65,5,7,4,4,4,4,4,6,4.44,5,6,4,5,5,6,6,4,4,5.01,4,2,5,5,4,70
R0618,IPP,F,28,2,BSc,Health,2,3,1,0,0,0,0,0,0,0,1,5,5,3,6,4.12,3,7,5,2,4,5,7,4,4.78,5,7,5,5,6,6,5,5,4,4.96,4,2,4,3,3,58
R0619,IPC,F,19,2,BSc,STEM,3,4,1,1,0,0,0,0,0,1,4,3,5,1,4,3.39,5,5,6,4,4,2,6,4,4.65,4,4,6,4,3,5,3,5,3,3.92,4,4,4,3,3,66
R0620,IPP,F,29,1,MSc,STEM,3,5,1,1,1,0,0,0,0,1,4,5,6,5,5,4.17,7,3,7,5,3,6,7,6,6.16,2,4,5,4,3,5,4,5,5,4.25,2,2,3,1,2,41
R0621,IPP,F,20,5,BSc,STEM,3,3,0,0,0,0,1,0,0,0,5,5,5,3,6,4.26,4,7,5,6,5,5,5,7,5.75,4,5,4,6,5,4,3,4,4,4.75,4,5,4,3,3,87
R0622,IPP,F,32,1,MSc,STEM,3,4,0,1,1,1,1,0,1,0,3,3,2,1,5,3.79,2,4,5,5,4,5,5,7,5.08,6,4,6,6,4,5,6,6,6,5.39,3,3,2,2,3,53
R0623,IPC,M,19,1,BSc,Health,3,4,1,1,0,1,0,0,0,1,3,5,2,6,4,3.05,5,6,4,5,7,6,7,6,6.2,6,6,5,5,6,4,6,7,7,5.44,4,3,5,3,2,73
R0624,IPP,F,20,1,BSc,STEM,3,3,0,0,1,1,0,0,0,0,4,4,5,4,3,4.23,7,6,7,7,5,6,7,5,6.32,7,6,5,6,6,7,6,7,6,6.5,5,5,5,4,4,87
